gender,SeniorCitizen,Partner,Dependents,tenure,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,PaperlessBilling,MonthlyCharges,Churn
Male,No,Yes,Yes,36,DSL,Yes,No,Yes,No,No,Yes,63.7,No
Male,No,Yes,No,42,Fiber optic,No,Yes,Yes,Yes,No,Yes,99.45,Yes
Male,Yes,No,No,4,DSL,No,No,No,No,No,Yes,25.2,Yes
Female,No,No,No,12,DSL,No,No,No,Yes,Yes,No,74.05,Yes
Female,No,No,No,31,Fiber optic,Yes,No,Yes,Yes,No,No,87.6,No
Male,No,Yes,No,5,Fiber optic,Yes,No,No,No,No,Yes,89.15,No
Female,Yes,No,No,15,DSL,No,No,No,Yes,No,No,55.0,Yes
Male,No,No,No,64,Fiber optic,No,Yes,Yes,No,Yes,Yes,104.4,No
Male,No,Yes,Yes,7,Fiber optic,No,Yes,No,Yes,Yes,Yes,89.75,Yes
Male,No,No,No,29,DSL,No,Yes,No,Yes,No,No,34.3,No
Female,No,No,No,46,Fiber optic,Yes,Yes,No,No,No,No,84.25,No
Female,No,No,No,17,DSL,Yes,Yes,No,Yes,Yes,No,79.85,No
Female,No,No,No,22,DSL,No,Yes,No,No,Yes,Yes,50.35,No
Male,No,Yes,No,14,Fiber optic,No,No,No,No,No,Yes,85.15,Yes
Female,No,Yes,No,57,DSL,No,Yes,Yes,Yes,Yes,No,74.6,No
Male,Yes,No,No,11,Fiber optic,No,No,No,No,No,Yes,79.15,No
Male,Yes,Yes,No,3,Fiber optic,No,No,No,No,Yes,Yes,94.6,Yes
Male,No,No,Yes,36,Fiber optic,No,Yes,No,No,Yes,Yes,94.7,No
Male,No,No,No,16,Fiber optic,Yes,No,No,No,Yes,Yes,94.25,Yes
Male,No,Yes,Yes,65,DSL,Yes,Yes,Yes,No,No,No,72.45,Yes
Male,No,No,No,2,Fiber optic,No,Yes,No,No,No,No,74.95,No
Female,No,No,No,42,Fiber optic,Yes,No,Yes,No,Yes,Yes,105.2,Yes
Male,No,Yes,Yes,72,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,111.95,No
Female,No,No,No,6,Fiber optic,No,Yes,No,No,Yes,Yes,89.75,No
Male,No,No,No,35,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,108.95,No
Female,No,No,No,1,DSL,No,No,No,No,No,Yes,24.9,No
Male,No,Yes,No,6,Fiber optic,No,No,No,No,Yes,Yes,82.85,Yes
Female,No,Yes,No,71,DSL,Yes,Yes,Yes,Yes,Yes,No,93.2,No
Female,No,Yes,Yes,67,Fiber optic,Yes,Yes,Yes,No,No,No,84.8,No
Male,Yes,No,No,60,DSL,Yes,Yes,No,No,No,Yes,71.75,No
Male,No,Yes,Yes,23,DSL,No,No,No,Yes,No,Yes,30.35,No
Male,No,No,Yes,39,DSL,No,No,Yes,Yes,Yes,No,54.85,No
Male,Yes,Yes,No,53,Fiber optic,No,Yes,Yes,No,Yes,Yes,103.85,Yes
Female,No,Yes,Yes,5,Fiber optic,No,Yes,No,No,No,Yes,83.6,Yes
Female,Yes,Yes,No,50,Fiber optic,No,No,No,Yes,Yes,Yes,100.65,No
Female,No,No,No,54,Fiber optic,No,No,Yes,No,Yes,Yes,94.1,No
Female,No,No,No,3,Fiber optic,Yes,No,No,No,No,Yes,74.55,No
Male,No,No,No,68,Fiber optic,No,Yes,Yes,Yes,Yes,No,108.45,Yes
Male,No,No,No,5,DSL,No,No,Yes,Yes,No,No,56.15,No
Female,No,No,No,41,DSL,No,Yes,Yes,No,Yes,Yes,80.55,No
Female,No,Yes,Yes,34,DSL,Yes,No,Yes,Yes,Yes,No,61.25,No
Female,No,Yes,No,3,Fiber optic,No,Yes,No,No,No,Yes,91.5,Yes
Female,No,No,Yes,41,DSL,No,No,No,No,No,No,45.2,No
Male,No,Yes,No,12,Fiber optic,Yes,No,No,Yes,No,No,80.85,Yes
Male,No,No,No,4,Fiber optic,Yes,Yes,No,Yes,No,Yes,94.9,No
Female,No,No,No,43,DSL,No,No,Yes,No,Yes,Yes,49.05,Yes
Female,Yes,Yes,Yes,12,DSL,No,No,No,Yes,No,Yes,29.3,No
Male,Yes,Yes,No,68,Fiber optic,No,Yes,Yes,No,Yes,Yes,105.3,Yes
Male,Yes,No,No,25,Fiber optic,No,Yes,No,No,Yes,Yes,88.95,Yes
Male,Yes,Yes,No,66,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,110.85,Yes
Female,No,Yes,No,53,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,110.5,No
Male,Yes,No,No,63,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,109.4,No
Female,No,Yes,Yes,70,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,114.2,Yes
Male,Yes,Yes,No,27,DSL,No,No,No,No,No,No,36.5,Yes
Female,No,No,No,1,Fiber optic,No,No,No,No,No,No,70.75,Yes
Male,No,No,No,3,DSL,No,No,Yes,No,Yes,Yes,40.15,Yes
Female,No,No,Yes,12,Fiber optic,No,No,No,No,No,Yes,76.6,No
Female,No,No,No,9,Fiber optic,No,No,Yes,No,No,Yes,85.3,No
Male,No,Yes,No,13,DSL,Yes,No,No,No,No,Yes,65.85,No
Male,Yes,Yes,No,29,Fiber optic,No,No,No,No,Yes,Yes,94.45,Yes
Male,No,Yes,No,61,Fiber optic,Yes,No,Yes,Yes,Yes,No,99.4,No
Female,No,Yes,Yes,41,DSL,Yes,Yes,No,Yes,Yes,No,78.45,No
Female,No,Yes,Yes,36,Fiber optic,No,Yes,Yes,No,Yes,Yes,97.35,Yes
Female,No,No,No,6,DSL,No,No,No,No,No,Yes,55.0,No
Female,No,No,No,58,DSL,Yes,Yes,Yes,Yes,No,Yes,71.1,No
Male,No,No,No,19,DSL,No,No,No,Yes,Yes,Yes,61.55,No
Male,No,Yes,No,11,DSL,No,No,No,No,No,Yes,45.9,No
Female,No,No,No,39,DSL,Yes,Yes,No,Yes,No,Yes,40.3,No
Female,Yes,No,No,8,Fiber optic,No,Yes,No,No,Yes,Yes,87.1,No
Female,No,No,Yes,26,DSL,No,No,No,No,No,Yes,49.5,No
Female,Yes,No,No,53,Fiber optic,No,Yes,No,No,No,Yes,73.8,No
Male,No,No,No,1,DSL,No,No,No,No,Yes,Yes,45.3,Yes
Male,No,No,No,2,Fiber optic,No,No,Yes,No,Yes,No,94.95,Yes
Male,No,No,No,7,DSL,Yes,No,Yes,No,No,No,35.3,No
Female,No,No,Yes,12,DSL,No,No,No,No,No,Yes,44.55,Yes
Male,No,Yes,Yes,59,DSL,No,Yes,Yes,Yes,Yes,No,76.75,No
Male,No,Yes,Yes,61,DSL,No,No,Yes,Yes,Yes,Yes,81.0,No
Male,No,Yes,Yes,72,Fiber optic,Yes,No,Yes,No,Yes,Yes,105.55,No
Male,No,Yes,No,1,DSL,No,No,No,No,No,Yes,23.45,Yes
Female,No,No,No,10,DSL,No,Yes,No,Yes,No,No,64.9,No
Female,No,Yes,Yes,65,DSL,Yes,Yes,Yes,No,No,No,61.35,No
Female,No,Yes,No,62,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,113.95,No
Female,No,Yes,No,55,DSL,Yes,Yes,Yes,Yes,Yes,Yes,90.15,No
Female,No,Yes,No,25,DSL,No,Yes,No,No,No,No,54.1,No
Male,No,No,No,1,DSL,Yes,No,No,No,No,No,29.7,Yes
Male,No,No,No,1,DSL,Yes,No,No,No,No,Yes,49.8,No
Female,No,Yes,No,59,Fiber optic,No,Yes,No,No,Yes,No,101.1,Yes
Male,No,Yes,No,36,Fiber optic,No,No,No,No,Yes,Yes,95.0,No
Female,No,No,No,3,DSL,No,No,No,No,No,Yes,50.65,Yes
Male,No,Yes,No,61,DSL,Yes,No,Yes,No,No,Yes,69.9,No
Male,No,No,Yes,26,DSL,No,Yes,No,No,Yes,Yes,39.95,No
Female,No,No,No,1,DSL,No,No,No,No,No,Yes,55.4,Yes
Female,Yes,Yes,No,1,Fiber optic,No,Yes,No,No,Yes,Yes,90.6,Yes
Male,No,Yes,Yes,68,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,103.25,No
Male,Yes,Yes,No,2,Fiber optic,No,No,No,No,Yes,Yes,86.85,Yes
Female,No,Yes,No,72,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,94.25,No
Female,No,Yes,No,71,DSL,No,No,Yes,Yes,No,Yes,47.05,No
Female,Yes,No,No,1,Fiber optic,No,No,No,No,No,Yes,70.2,No
Male,No,Yes,Yes,72,DSL,Yes,Yes,Yes,Yes,No,No,81.0,No
Male,No,Yes,Yes,21,DSL,Yes,No,No,No,Yes,Yes,75.9,No
Female,Yes,Yes,No,29,Fiber optic,No,No,Yes,No,Yes,Yes,99.05,Yes
Female,Yes,No,No,69,Fiber optic,Yes,No,Yes,Yes,Yes,No,110.25,No
Female,No,Yes,No,64,DSL,Yes,No,Yes,Yes,Yes,Yes,85.0,No
Female,No,No,No,52,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,111.25,Yes
Male,No,No,No,2,DSL,Yes,No,Yes,No,No,Yes,55.1,Yes
Male,No,No,No,18,DSL,No,No,No,No,No,No,25.15,No
Female,No,No,No,2,DSL,No,Yes,No,No,No,No,54.15,No
Female,No,Yes,No,19,DSL,No,Yes,No,No,No,Yes,59.8,No
Female,No,No,No,40,Fiber optic,No,No,No,No,No,No,83.85,No
Female,Yes,Yes,Yes,66,Fiber optic,No,Yes,Yes,No,Yes,Yes,104.9,No
Male,No,No,No,21,Fiber optic,No,No,No,No,No,No,75.3,No
Male,No,No,No,8,DSL,No,Yes,No,Yes,Yes,Yes,66.65,No
Female,No,Yes,Yes,72,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,109.5,No
Female,No,No,No,48,DSL,No,Yes,Yes,Yes,Yes,Yes,73.85,No
Male,No,No,No,72,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,118.2,No
Female,No,No,No,14,DSL,No,Yes,No,No,No,No,51.45,No
Male,No,No,No,6,DSL,No,Yes,No,No,Yes,No,59.45,No
Male,No,No,No,65,Fiber optic,Yes,No,No,Yes,No,No,93.55,No
Female,No,Yes,Yes,57,DSL,Yes,No,Yes,Yes,No,Yes,59.3,No
Male,No,Yes,No,13,Fiber optic,No,No,Yes,No,Yes,Yes,102.25,Yes
Male,Yes,No,No,19,Fiber optic,No,No,Yes,No,Yes,Yes,95.9,Yes
Female,No,Yes,No,56,Fiber optic,Yes,Yes,Yes,No,Yes,No,109.8,No
Female,No,Yes,No,14,Fiber optic,No,No,No,No,No,Yes,78.1,No
Male,No,Yes,No,52,DSL,Yes,No,No,No,No,Yes,39.9,No
Female,No,No,No,58,DSL,Yes,Yes,Yes,Yes,No,Yes,64.9,No
Female,Yes,No,No,47,Fiber optic,No,Yes,No,Yes,Yes,Yes,95.05,Yes
Female,No,No,No,67,DSL,No,No,Yes,Yes,Yes,Yes,53.4,No
Male,No,No,No,2,DSL,No,No,No,No,No,Yes,24.9,No
Male,Yes,No,No,6,DSL,No,No,No,No,No,No,44.7,No
Male,No,Yes,Yes,71,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,114.0,No
Female,No,No,No,5,DSL,Yes,No,No,Yes,No,No,53.85,Yes
Male,Yes,Yes,No,67,Fiber optic,Yes,Yes,No,No,No,No,83.85,No
Male,Yes,Yes,No,52,Fiber optic,Yes,No,Yes,No,Yes,Yes,104.2,Yes
Female,No,Yes,No,42,DSL,No,No,No,No,No,Yes,50.25,Yes
Male,Yes,Yes,No,23,Fiber optic,Yes,Yes,No,No,No,Yes,90.0,No
Female,No,Yes,Yes,67,DSL,Yes,Yes,Yes,Yes,Yes,No,54.2,No
Female,No,No,No,25,Fiber optic,No,Yes,Yes,No,Yes,Yes,99.5,Yes
Female,Yes,Yes,No,39,Fiber optic,Yes,Yes,No,No,Yes,No,99.1,No
Female,No,No,No,69,DSL,Yes,Yes,No,Yes,No,Yes,66.9,No
Female,No,No,No,1,DSL,No,No,No,No,No,No,25.85,No
Male,No,No,No,32,Fiber optic,No,No,No,No,Yes,No,91.05,No
Female,No,No,No,9,Fiber optic,No,No,No,No,No,No,71.0,Yes
Female,No,No,No,16,Fiber optic,No,Yes,Yes,No,No,Yes,93.2,Yes
Female,No,Yes,Yes,72,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,109.2,No
Female,Yes,No,No,26,Fiber optic,Yes,No,No,No,Yes,Yes,85.8,No
Female,No,No,No,36,DSL,Yes,No,Yes,Yes,Yes,Yes,89.65,No
Male,No,No,No,7,Fiber optic,Yes,No,No,No,No,No,74.35,No
Female,Yes,Yes,No,60,DSL,No,Yes,No,No,Yes,Yes,49.45,No
Female,No,Yes,No,19,Fiber optic,No,Yes,No,No,No,Yes,89.1,No
Male,Yes,Yes,No,45,DSL,Yes,No,Yes,Yes,No,No,75.15,No
Male,Yes,No,No,4,Fiber optic,No,No,No,No,No,Yes,70.65,No
Female,No,Yes,Yes,31,Fiber optic,No,No,Yes,Yes,Yes,Yes,104.2,Yes
Male,No,Yes,Yes,47,Fiber optic,Yes,No,Yes,No,No,No,90.05,No
Male,No,No,No,1,Fiber optic,No,No,No,No,No,Yes,79.25,Yes
Female,No,No,No,1,DSL,No,No,No,No,No,Yes,44.9,Yes
Female,Yes,Yes,Yes,59,Fiber optic,No,No,Yes,No,No,Yes,88.75,No
Male,No,Yes,No,10,Fiber optic,No,No,No,No,No,Yes,70.1,Yes
Male,Yes,No,No,35,Fiber optic,Yes,No,No,No,No,No,91.0,No
Male,No,No,No,4,DSL,No,No,Yes,No,No,Yes,29.65,Yes
Male,No,Yes,Yes,32,Fiber optic,Yes,Yes,No,No,No,Yes,90.8,No
Male,No,No,No,43,Fiber optic,No,Yes,No,No,No,Yes,77.85,Yes
Male,No,No,No,4,DSL,No,No,No,No,No,No,54.3,Yes
Female,Yes,No,No,11,Fiber optic,No,No,No,No,Yes,Yes,95.15,Yes
Female,Yes,No,No,66,Fiber optic,Yes,No,No,No,Yes,Yes,102.4,No
Male,No,Yes,Yes,61,Fiber optic,No,No,Yes,No,Yes,Yes,99.9,No
Male,No,Yes,Yes,72,DSL,Yes,Yes,Yes,Yes,Yes,No,88.7,No
Male,No,Yes,Yes,44,DSL,No,No,Yes,Yes,Yes,Yes,54.3,No
Male,No,No,No,41,DSL,No,No,Yes,No,No,Yes,55.7,No
Male,No,Yes,No,50,Fiber optic,Yes,No,Yes,No,Yes,Yes,103.95,No
Male,No,Yes,No,47,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,110.85,Yes
Male,No,Yes,Yes,72,DSL,Yes,Yes,Yes,Yes,Yes,Yes,91.95,No
Male,No,No,No,1,Fiber optic,No,No,No,No,No,No,80.5,Yes
Female,Yes,No,No,42,DSL,No,No,Yes,No,No,No,55.65,No
Female,Yes,No,No,18,Fiber optic,No,Yes,No,No,No,Yes,74.7,No
Female,No,No,Yes,13,Fiber optic,No,Yes,Yes,No,Yes,Yes,104.15,No
Female,No,Yes,Yes,68,Fiber optic,No,Yes,No,Yes,No,Yes,83.65,No
Male,No,No,No,4,Fiber optic,No,No,No,No,No,Yes,72.2,Yes
Male,No,No,No,69,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,110.05,No
Male,No,No,No,17,DSL,No,No,No,Yes,No,No,51.5,Yes
Male,Yes,No,No,43,Fiber optic,No,No,No,No,Yes,Yes,89.55,Yes
Female,Yes,No,No,5,Fiber optic,Yes,Yes,No,No,No,No,80.7,No
Male,No,Yes,Yes,21,DSL,Yes,Yes,No,Yes,Yes,No,77.5,Yes
Female,No,Yes,Yes,69,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,105.1,No
Male,No,No,No,13,DSL,No,No,No,No,No,Yes,25.15,No
Male,No,Yes,No,42,Fiber optic,No,Yes,Yes,No,Yes,Yes,95.25,Yes
Male,No,Yes,No,52,Fiber optic,No,Yes,No,Yes,No,Yes,95.65,No
Male,Yes,No,No,46,Fiber optic,Yes,No,No,No,No,No,85.0,Yes
Male,No,Yes,No,61,DSL,Yes,Yes,Yes,Yes,No,Yes,80.8,No
Male,No,No,No,29,DSL,No,No,No,No,No,Yes,24.85,No
Female,No,No,Yes,25,DSL,No,Yes,No,Yes,No,Yes,54.75,No
Female,No,Yes,Yes,5,Fiber optic,No,No,No,Yes,Yes,Yes,85.75,Yes
Male,No,No,No,15,DSL,No,No,Yes,No,Yes,No,50.75,No
Female,Yes,No,No,6,Fiber optic,No,Yes,No,No,Yes,Yes,98.25,Yes
Male,No,Yes,Yes,58,DSL,Yes,Yes,Yes,Yes,No,No,71.6,No
Male,No,Yes,Yes,62,Fiber optic,Yes,Yes,No,No,No,Yes,81.45,No
Female,No,Yes,Yes,70,DSL,No,Yes,Yes,Yes,Yes,Yes,58.4,No
Female,Yes,No,No,1,DSL,No,No,No,No,No,Yes,25.7,Yes
Male,No,Yes,Yes,10,DSL,Yes,Yes,Yes,Yes,No,No,53.7,No
Male,No,No,No,66,Fiber optic,No,Yes,No,No,No,No,89.4,No
Female,No,Yes,Yes,7,Fiber optic,No,No,No,No,No,Yes,69.0,Yes
Male,No,Yes,Yes,51,Fiber optic,No,Yes,No,Yes,No,No,84.2,No
Male,No,Yes,Yes,72,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,106.1,No
Male,No,No,No,2,DSL,No,No,No,No,No,No,46.05,Yes
Male,No,No,Yes,70,DSL,Yes,Yes,No,Yes,No,No,64.95,No
Male,No,Yes,No,72,DSL,No,Yes,Yes,Yes,Yes,Yes,85.45,No
Female,Yes,Yes,No,1,Fiber optic,No,Yes,No,No,No,Yes,76.4,Yes
Female,No,No,No,5,Fiber optic,No,No,Yes,No,Yes,Yes,100.5,Yes
Male,Yes,Yes,Yes,22,DSL,Yes,No,No,No,No,No,40.05,Yes
Male,Yes,Yes,No,33,Fiber optic,No,Yes,No,No,Yes,Yes,100.6,No
Male,No,No,No,1,Fiber optic,No,No,No,No,No,No,69.95,Yes
Male,Yes,Yes,No,54,Fiber optic,No,No,No,No,No,No,74.0,No
Male,No,Yes,No,72,Fiber optic,No,Yes,No,No,Yes,Yes,99.4,No
Male,No,No,Yes,1,Fiber optic,No,No,No,No,Yes,Yes,93.3,Yes
Male,No,No,No,3,DSL,No,No,Yes,No,No,Yes,49.15,Yes
Female,No,Yes,Yes,72,Fiber optic,Yes,Yes,Yes,Yes,No,No,107.45,No
Female,No,Yes,Yes,72,DSL,Yes,Yes,Yes,No,Yes,Yes,83.6,No
Male,Yes,Yes,No,54,Fiber optic,No,No,Yes,No,Yes,Yes,99.05,No
Female,No,Yes,No,59,DSL,No,Yes,No,Yes,Yes,Yes,80.1,No
Male,No,No,No,54,DSL,Yes,Yes,No,No,Yes,Yes,65.3,No
Male,No,No,No,60,Fiber optic,No,No,Yes,No,Yes,Yes,89.55,No
Female,No,Yes,No,60,DSL,No,Yes,Yes,Yes,Yes,No,60.8,No
Male,No,No,No,3,Fiber optic,No,No,No,No,No,No,74.5,No
Female,No,Yes,No,69,Fiber optic,Yes,No,No,No,Yes,No,99.15,No
Male,No,Yes,Yes,50,DSL,Yes,No,No,No,Yes,Yes,39.45,No
Female,No,No,No,56,DSL,No,No,No,No,Yes,Yes,44.85,No
Female,No,Yes,No,60,Fiber optic,Yes,No,No,Yes,Yes,Yes,97.2,No
Male,Yes,Yes,No,69,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,110.55,No
Female,No,No,No,1,DSL,No,No,No,No,No,No,35.05,Yes
Female,Yes,No,No,1,Fiber optic,No,Yes,No,No,No,Yes,73.0,Yes
Male,No,Yes,Yes,60,DSL,No,Yes,No,Yes,Yes,No,76.95,No
Female,No,No,No,13,DSL,No,No,Yes,Yes,No,No,35.4,No
Female,No,No,No,45,Fiber optic,Yes,Yes,No,No,No,No,96.75,No
Female,No,No,No,25,DSL,No,No,Yes,Yes,Yes,No,54.2,No
Male,No,No,No,44,Fiber optic,No,No,Yes,Yes,Yes,No,100.1,No
Female,No,No,No,2,DSL,No,No,No,No,No,Yes,45.25,No
Male,Yes,No,No,33,Fiber optic,No,Yes,Yes,No,No,Yes,83.85,Yes
Female,No,No,No,1,Fiber optic,No,No,No,No,No,Yes,70.1,Yes
Female,No,No,No,35,DSL,No,No,Yes,Yes,No,Yes,33.45,No
Male,Yes,Yes,No,27,Fiber optic,Yes,No,Yes,No,No,Yes,85.9,No
Male,No,No,Yes,54,DSL,No,Yes,Yes,Yes,No,Yes,61.0,No
Female,Yes,No,No,2,Fiber optic,No,No,No,No,No,Yes,70.65,Yes
Male,No,No,No,57,Fiber optic,No,No,No,No,Yes,Yes,86.9,No
Male,No,No,No,62,DSL,Yes,Yes,Yes,Yes,No,No,69.4,No
Female,No,Yes,No,70,Fiber optic,No,No,Yes,Yes,Yes,Yes,104.3,No
Female,No,Yes,Yes,21,DSL,No,No,No,No,No,Yes,44.95,No
Female,No,No,Yes,23,DSL,No,No,No,Yes,No,Yes,49.45,No
Female,No,No,No,3,Fiber optic,Yes,No,Yes,No,Yes,Yes,99.0,Yes
Female,No,No,No,23,Fiber optic,No,No,No,No,Yes,Yes,93.5,No
Male,No,No,No,26,DSL,Yes,No,No,Yes,Yes,No,54.55,No
Male,No,No,No,26,Fiber optic,No,No,No,No,No,Yes,83.95,Yes
Male,No,No,No,2,Fiber optic,No,Yes,No,No,No,Yes,79.45,No
Male,No,No,No,67,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,116.2,Yes
Female,No,Yes,No,71,Fiber optic,No,No,No,No,Yes,Yes,93.7,Yes
Female,No,No,No,59,DSL,Yes,Yes,Yes,Yes,No,No,79.85,No
Male,No,Yes,Yes,39,Fiber optic,No,No,Yes,No,Yes,No,100.0,No
Female,Yes,Yes,No,31,DSL,Yes,Yes,Yes,No,No,Yes,50.4,No
Female,No,Yes,Yes,64,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,113.35,No
Male,No,Yes,Yes,46,Fiber optic,No,Yes,No,No,No,Yes,80.0,No
Female,No,No,No,52,DSL,No,No,Yes,Yes,Yes,Yes,80.95,No
Female,Yes,No,No,67,DSL,No,Yes,No,No,No,No,54.9,No
Female,No,No,No,5,Fiber optic,No,No,No,No,No,No,75.55,Yes
Female,No,Yes,No,71,Fiber optic,No,Yes,Yes,Yes,Yes,No,109.25,No
Female,No,No,No,9,Fiber optic,No,No,No,No,Yes,Yes,77.65,Yes
Female,Yes,No,No,26,Fiber optic,Yes,Yes,No,No,No,Yes,95.0,Yes
Male,No,No,No,71,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,116.3,No
Female,No,No,No,2,Fiber optic,No,No,No,No,No,No,70.35,No
Female,No,No,No,60,DSL,Yes,No,Yes,No,No,Yes,44.45,No
Female,Yes,No,No,55,Fiber optic,No,No,Yes,No,Yes,Yes,100.15,No
Male,No,No,No,54,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,105.4,Yes
Male,No,No,No,2,Fiber optic,No,No,Yes,No,Yes,Yes,95.85,Yes
Female,No,No,No,6,Fiber optic,No,No,No,No,No,Yes,73.85,No
Female,No,Yes,Yes,48,DSL,Yes,Yes,Yes,No,No,Yes,70.1,No
Male,No,No,No,1,Fiber optic,No,Yes,No,No,No,Yes,79.15,Yes
Male,Yes,Yes,No,54,DSL,No,No,No,No,No,Yes,24.95,No
Female,No,Yes,Yes,30,DSL,No,No,Yes,Yes,Yes,Yes,64.5,No
Female,No,No,No,4,Fiber optic,No,No,No,No,Yes,Yes,79.0,Yes
Female,No,No,No,40,Fiber optic,No,No,Yes,Yes,Yes,Yes,105.95,No
Female,No,Yes,Yes,9,Fiber optic,No,No,No,Yes,No,Yes,75.85,No
Female,No,Yes,Yes,17,Fiber optic,Yes,No,No,Yes,Yes,No,91.85,Yes
Female,No,No,No,62,DSL,No,Yes,Yes,No,No,Yes,43.6,No
Male,No,No,No,28,Fiber optic,No,Yes,No,Yes,Yes,Yes,91.25,No
Female,No,No,No,70,DSL,Yes,Yes,Yes,Yes,Yes,No,89.75,No
Female,No,No,No,46,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,104.4,No
Female,No,Yes,No,23,Fiber optic,No,No,Yes,No,No,No,90.15,No
Male,No,Yes,Yes,47,DSL,Yes,No,Yes,Yes,No,No,40.3,No
Male,No,Yes,Yes,68,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,105.25,No
Female,Yes,No,No,60,Fiber optic,No,No,Yes,Yes,Yes,Yes,106.0,Yes
Female,No,No,Yes,67,Fiber optic,No,Yes,No,Yes,Yes,Yes,104.0,No
Female,No,No,No,14,DSL,No,No,No,Yes,Yes,Yes,69.65,No
Male,No,Yes,Yes,57,Fiber optic,No,No,No,No,No,Yes,74.3,No
Female,No,Yes,Yes,55,Fiber optic,Yes,No,No,No,Yes,No,100.9,No
Male,No,No,Yes,1,DSL,No,No,No,Yes,No,Yes,49.9,Yes
Male,No,No,No,23,Fiber optic,No,No,Yes,Yes,Yes,Yes,96.9,No
Female,No,No,No,13,Fiber optic,Yes,No,No,No,Yes,Yes,100.35,Yes
Male,No,Yes,No,47,Fiber optic,No,Yes,Yes,No,Yes,Yes,104.1,No
Female,Yes,Yes,No,38,Fiber optic,No,No,No,No,No,Yes,74.95,Yes
Female,Yes,No,No,2,DSL,No,Yes,No,No,No,Yes,56.55,No
Male,Yes,Yes,Yes,1,DSL,No,No,No,Yes,No,Yes,49.25,Yes
Male,No,Yes,No,15,Fiber optic,No,No,No,No,No,Yes,68.6,No
Female,No,No,No,26,Fiber optic,No,No,No,No,No,Yes,69.05,No
Male,No,Yes,Yes,50,Fiber optic,No,Yes,No,Yes,Yes,No,103.7,Yes
Male,No,Yes,No,42,Fiber optic,Yes,No,Yes,No,No,Yes,94.4,No
Male,No,Yes,No,10,DSL,Yes,No,No,Yes,No,Yes,54.95,No
Female,No,Yes,No,61,Fiber optic,Yes,Yes,No,Yes,No,No,93.7,No
Female,No,No,No,68,Fiber optic,Yes,Yes,No,Yes,Yes,No,110.25,No
Male,No,No,No,10,Fiber optic,Yes,No,Yes,No,Yes,Yes,98.9,No
Male,No,Yes,No,65,Fiber optic,Yes,Yes,Yes,No,No,No,89.75,Yes
Female,No,Yes,Yes,72,DSL,Yes,No,Yes,Yes,Yes,Yes,80.45,No
Male,No,Yes,Yes,55,Fiber optic,No,Yes,No,Yes,No,No,79.4,No
Female,No,No,No,7,DSL,No,No,Yes,Yes,No,No,62.8,No
Female,No,No,No,2,Fiber optic,No,No,No,No,No,Yes,74.9,No
Female,No,No,No,9,Fiber optic,Yes,No,No,No,No,Yes,74.85,No
Male,Yes,Yes,No,7,Fiber optic,No,No,Yes,No,Yes,Yes,101.95,Yes
Female,No,Yes,No,64,DSL,No,Yes,Yes,Yes,No,Yes,68.3,No
Male,No,No,No,70,DSL,Yes,No,Yes,Yes,No,No,48.4,No
Male,Yes,No,No,2,Fiber optic,No,No,No,No,Yes,Yes,94.0,Yes
Male,Yes,No,No,67,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,105.05,No
Female,No,No,No,45,Fiber optic,No,Yes,No,No,Yes,Yes,89.3,Yes
Male,No,Yes,Yes,44,Fiber optic,No,No,Yes,No,Yes,Yes,92.95,No
Female,No,No,No,1,Fiber optic,No,Yes,No,No,No,Yes,74.3,Yes
Male,No,No,No,1,DSL,No,Yes,No,Yes,No,Yes,44.65,Yes
Male,No,Yes,Yes,13,Fiber optic,Yes,No,No,No,No,No,84.05,Yes
Male,No,No,No,10,Fiber optic,No,Yes,No,No,No,Yes,80.7,Yes
Male,Yes,Yes,No,65,Fiber optic,No,Yes,Yes,No,Yes,Yes,104.35,No
Male,No,Yes,Yes,38,DSL,Yes,Yes,Yes,Yes,Yes,No,74.05,No
